qseqid,sseqid,pident,length,accession,ncbi_isolation_source,ncbi_country,gtdb_taxonomy
AB022925.1,RS_GCF_008033195.1~NZ_CP042418.1,97.654,1449,RS_GCF_008033195.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025122265.1~NZ_RICR01000024.1,97.654,1449,RS_GCF_025122265.1,wheat sourdough,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_000239935.1~NZ_CAGG01000030.1,97.654,1449,RS_GCF_000239935.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_024158625.1~NZ_JAMYYL010000010.1,97.654,1449,RS_GCF_024158625.1,Fig,Belgium,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_009707745.1~NZ_CP046149.1,97.654,1449,RS_GCF_009707745.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_004359915.1~NZ_NTJC01000022.1,97.654,1449,RS_GCF_004359915.1,yellow pea flour sourdough,Ireland: Cork,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_007954705.1~NZ_CP042393.1,97.654,1449,RS_GCF_007954705.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,GB_GCA_000820965.2~LM993654.1,97.654,1449,GB_GCA_000820965.2,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025188565.1~NZ_RILC01000043.1,97.654,1449,RS_GCF_025188565.1,sugar cane juice,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_002804045.1~NZ_CP024929.1,97.654,1449,RS_GCF_002804045.1,none,South Korea:Cheongju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_014060965.1~NZ_JACGMK010000022.1,97.654,1449,RS_GCF_014060965.1,Radish kimchi,South Korea: Jeju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,GB_GCA_000820985.2~LN589840.1,97.654,1449,GB_GCA_000820985.2,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_013432155.1~NZ_JACDIP010000037.1,97.654,1449,RS_GCF_013432155.1,Tibetan kefir,China,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_000026405.1~NC_010471.1,97.654,1449,RS_GCF_000026405.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_024800665.1~NZ_CP103386.1,97.654,1449,RS_GCF_024800665.1,vegetable fermented food,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_006406175.1~NZ_QFDI01000025.1,97.654,1449,RS_GCF_006406175.1,sourdough,Ireland: Cork,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_016406245.1~NZ_CP066296.1,97.654,1449,RS_GCF_016406245.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_009792915.1~NZ_PDDF01000007.1,97.654,1449,RS_GCF_009792915.1,food,Germany,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025122205.1~NZ_RICQ01000013.1,97.654,1449,RS_GCF_025122205.1,wheat and rye sourdough,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025122295.1~NZ_RICU01000008.1,97.654,1449,RS_GCF_025122295.1,wheat sourdough,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025395165.1~NZ_QVOT01000009.1,97.655,1450,RS_GCF_025395165.1,iceberg lettuce,Australia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_008689685.1~NZ_VBWT01000023.1,97.655,1450,RS_GCF_008689685.1,Sausage,Italy,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_016127295.1~NZ_CP065995.1,97.655,1450,RS_GCF_016127295.1,none,USA:VA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927015.1~NZ_JAFRDT010000117.1,97.655,1450,RS_GCF_019927015.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_027663505.1~NZ_JAQDIB010000017.1,97.655,1450,RS_GCF_027663505.1,fecal material [ENVO:00002003],China: Shenzhen,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_000686485.1~NZ_JAUJ01000004.1,97.655,1450,RS_GCF_000686485.1,mesophilic cheese starter cultures,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_009913935.1~NZ_CP028255.1,97.655,1450,RS_GCF_009913935.1,Soybean paste (Chonggugjang),South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_030668605.1~NZ_JAUYWE010000001.1,97.655,1450,RS_GCF_030668605.1,none,Brazil: Belo Horizonte,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_004103675.1~NZ_CP035271.1,97.655,1450,RS_GCF_004103675.1,food,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001886915.1~NZ_CP014611.1,97.655,1450,RS_GCF_001886915.1,Kimchi,South Korea: Gyeonggi-Do; Icheon-Si,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092135.1~NZ_MPAN01000076.1,97.655,1450,RS_GCF_002092135.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_900461615.1~NZ_UGPC01000001.1,97.655,1450,RS_GCF_900461615.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_021253825.1~NZ_CP089782.1,97.655,1450,RS_GCF_021253825.1,Kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092145.1~NZ_MPAO01000073.1,97.655,1450,RS_GCF_002092145.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_023743945.1~NZ_JAMRWC010000007.1,97.655,1450,RS_GCF_023743945.1,raw sheep milk,Greece: Epirus,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092155.1~NZ_MPAP01000077.1,97.655,1450,RS_GCF_002092155.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_006406185.1~NZ_QFDH01000032.1,97.655,1450,RS_GCF_006406185.1,sourdough,Ireland: Cork,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_005049065.1~NZ_SUNK01000009.1,97.655,1450,RS_GCF_005049065.1,fermented cabbage,Pakistan: Karachi,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025395095.1~NZ_QVOR01000006.1,97.655,1450,RS_GCF_025395095.1,parsnips,Australia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025188385.1~NZ_RIKS01000025.1,97.655,1450,RS_GCF_025188385.1,whey (from farmer goat cheese),France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,GB_GCA_025188345.1~RIKP01000092.1,97.655,1450,GB_GCA_025188345.1,lactic starter (for yoghurt making),Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025188285.1~NZ_RIUT01000070.1,97.655,1450,RS_GCF_025188285.1,raw milk,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_004102585.1~NZ_CP035139.1,97.655,1450,RS_GCF_004102585.1,food,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092045.1~NZ_MPAM01000070.1,97.655,1450,RS_GCF_002092045.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001583825.1~NZ_CP014610.1,97.655,1450,RS_GCF_001583825.1,fermeted vegetable,China: Shanghai,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619435.1~NZ_JAQPYM010000023.1,97.655,1450,RS_GCF_028619435.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_013414845.1~NZ_JABFNJ010000001.1,97.655,1450,RS_GCF_013414845.1,none,South Korea: Jeonnam; Yeosu,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092615.1~NZ_MPLI01000069.1,97.655,1450,RS_GCF_002092615.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_004194375.1~NZ_CP035746.1,97.655,1450,RS_GCF_004194375.1,food,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028618945.1~NZ_JAQPWK010000071.1,97.655,1450,RS_GCF_028618945.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_004368765.1~NZ_SOCY01000035.1,97.655,1450,RS_GCF_004368765.1,none,Mexico: Irapuato,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_014060975.1~NZ_JACGML010000016.1,97.655,1450,RS_GCF_014060975.1,Chinese cabbage kimchi,South Korea: Jeju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_003433375.1~NZ_CP021491.1,97.655,1450,RS_GCF_003433375.1,Baechu-kimchi,South Korea: Gwangju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092085.1~NZ_MPAQ01000073.1,97.655,1450,RS_GCF_002092085.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025728245.1~NZ_JAOWBT010000012.1,97.655,1450,RS_GCF_025728245.1,doenjang-meju,South Korea: Seoul,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001184245.1~NZ_LAYN01000012.1,97.655,1450,RS_GCF_001184245.1,Taleggio cheese,Italy: Verona,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_003255835.1~NZ_CP021966.1,97.655,1450,RS_GCF_003255835.1,Korean adult feces,South Korea: Bundang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_030369975.1~NZ_CP128496.1,97.655,1450,RS_GCF_030369975.1,kimchi,South Korea:Cheonan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,GB_GCA_022482275.1~JAKVPK010000001.1,97.655,1450,GB_GCA_022482275.1,anaerobic bioreactor effluent: solid retention time of 6 days,USA: Madison; WI,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_018991785.1~NZ_JAHLEO010000014.1,97.655,1450,RS_GCF_018991785.1,cucumber fermentation brine,USA: Chaska; MN,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_020088805.1~NZ_JAHBER010000002.1,98.852,1394,RS_GCF_020088805.1,Marinated pork,Finland: Helsinki,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gasicomitatum
AB022925.1,RS_GCF_020089485.1~NZ_JAHBFX010000006.1,98.781,1395,RS_GCF_020089485.1,Broiler leg meat,Finland: Helsinki,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gelidum
AB022925.1,RS_GCF_020089325.1~NZ_JAHBFS010000006.1,98.781,1395,RS_GCF_020089325.1,Processing plant,Finland: Helsinki,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gelidum
AB022925.1,RS_GCF_020089305.1~NZ_JAHBFQ010000001.1,98.781,1395,RS_GCF_020089305.1,Vegetable sausage,Finland: Helsinki,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gelidum
AB022925.1,RS_GCF_002370395.1~NZ_AP017935.1,97.586,1450,RS_GCF_002370395.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_014927295.1~NZ_JADAXL010000020.1,97.586,1450,RS_GCF_014927295.1,compost,USA: New York,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_001891125.1~NZ_CP015247.1,97.586,1450,RS_GCF_001891125.1,none,Sweden,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030019555.1~NZ_JASDET010000037.1,97.586,1450,RS_GCF_030019555.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_007954565.1~NZ_CP042413.1,97.585,1449,RS_GCF_007954565.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_027676125.1~NZ_JAQEOW010000003.1,97.585,1449,RS_GCF_027676125.1,fecal material [ENVO:00002003],China: Shenzhen,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_002092215.1~NZ_MPAS01000070.1,97.586,1450,RS_GCF_002092215.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092515.1~NZ_MPEF01000078.1,97.586,1450,RS_GCF_002092515.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_029823385.1~NZ_JARGDM010000015.1,97.586,1450,RS_GCF_029823385.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092105.1~NZ_MPAT01000074.1,97.586,1450,RS_GCF_002092105.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092455.1~NZ_MPEJ01000069.1,97.586,1450,RS_GCF_002092455.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092315.1~NZ_MPEA01000077.1,97.586,1450,RS_GCF_002092315.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_007992255.1~NZ_BJZX01000066.1,97.586,1450,RS_GCF_007992255.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092415.1~NZ_MPEI01000072.1,97.586,1450,RS_GCF_002092415.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092385.1~NZ_MPEB01000108.1,97.586,1450,RS_GCF_002092385.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092465.1~NZ_MPEC01000004.1,97.586,1450,RS_GCF_002092465.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_902374135.1~NZ_CABKOZ010000019.1,97.586,1450,RS_GCF_902374135.1,human gut,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092495.1~NZ_MPEH01000070.1,97.586,1450,RS_GCF_002092495.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_000160595.1~NZ_GG693393.1,97.586,1450,RS_GCF_000160595.1,biological product [ENVO:02000043],none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092425.1~NZ_MPEG01000071.1,97.586,1450,RS_GCF_002092425.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092245.1~NZ_MPAU01000070.1,97.586,1450,RS_GCF_002092245.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092335.1~NZ_MPED01000070.1,97.586,1450,RS_GCF_002092335.1,dairy,Norway,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_000756355.1~NZ_JRGZ01000002.1,97.586,1450,RS_GCF_000756355.1,fermented pulque,Mexico: Huitzilac; Morelos,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_020089285.1~NZ_JAHBFP010000017.1,98.78,1393,RS_GCF_020089285.1,carrot,Finland: Helsinki,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gelidum
AB022925.1,RS_GCF_000512955.1~NZ_CP000574.1-#4,97.519,1451,RS_GCF_000512955.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,GB_GCA_009676745.1~CP046062.1,97.516,1449,GB_GCA_009676745.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides_B
AB022925.1,GB_GCA_007954745.1~CP042404.1,97.516,1449,GB_GCA_007954745.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides_B
AB022925.1,RS_GCF_007954625.1~NZ_CP042420.1,97.516,1449,RS_GCF_007954625.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_007954605.1~NZ_CP042387.1,97.447,1449,RS_GCF_007954605.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_030577875.1~NZ_CP116456.1,97.378,1449,RS_GCF_030577875.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_001411775.1~NZ_LJIV01000016.1,97.378,1449,RS_GCF_001411775.1,kimchi,South Korea: Gwangju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_025189045.1~NZ_RIVS01000013.1,97.378,1449,RS_GCF_025189045.1,none,Finland,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_002092595.1~NZ_MPLL01000037.1,97.378,1449,RS_GCF_002092595.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_015553465.1~NZ_JADNGQ010000009.1,97.378,1449,RS_GCF_015553465.1,stool,USA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_002092695.1~NZ_MPLN01000038.1,97.378,1449,RS_GCF_002092695.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
AB022925.1,RS_GCF_001698145.1~NZ_CP016598.1,97.378,1449,RS_GCF_001698145.1,Kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_014050705.1~NZ_JACGAK010000001.1,97.378,1449,RS_GCF_014050705.1,green onion,South Korea: Seongnam,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
AB022925.1,RS_GCF_009678855.1~NZ_WKNR01000006.1,97.378,1449,RS_GCF_009678855.1,fecal material [ENVO:00002003],USA: Boston,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis
